Station Name,Latitude (deg),Longitude (deg),Elevation (ft),Year,Month,Day,Max Temp (F),Min Temp (F),Rainfall (in),Corn GDD (F),Corn AGDD (F),Delta GDD (5yr)
Mohall,48.763833333,-101.533616667,1642,2017,5,27,71.11399999999999,46.45399999999999,0.05,11.0,91.0,-25.0
Mohall,48.763833333,-101.533616667,1642,2017,5,28,66.884,47.57,0.0,8.0,99.0,-27.0
Mohall,48.763833333,-101.533616667,1642,2017,5,29,63.68,42.332,0.0,7.0,106.0,-31.0
Mohall,48.763833333,-101.533616667,1642,2017,5,30,66.2,41.59,0.0,8.0,114.0,-31.0
Mohall,48.763833333,-101.533616667,1642,2017,5,31,73.184,40.815,0.0,12.0,126.0,-26.0
Mohall,48.763833333,-101.533616667,1642,2017,6,1,87.476,44.445,0.0,18.0,144.0,-19.0
Mohall,48.763833333,-101.533616667,1642,2017,6,2,90.71600000000001,59.431999999999995,0.0,23.0,167.0,-6.0
Mohall,48.763833333,-101.533616667,1642,2017,6,3,81.824,55.31,0.0,19.0,186.0,3.0
Mohall,48.763833333,-101.533616667,1642,2017,6,4,85.38799999999999,49.693999999999996,0.0,18.0,204.0,9.0
Mohall,48.763833333,-101.533616667,1642,2017,6,5,87.476,51.89,0.0,19.0,223.0,13.0
Mohall,48.763833333,-101.533616667,1642,2017,6,6,70.61,56.426,0.0,14.0,237.0,14.0
Mohall,48.763833333,-101.533616667,1642,2017,6,7,77.684,54.733999999999995,0.0,16.0,253.0,16.0
Mohall,48.763833333,-101.533616667,1642,2017,6,8,80.384,51.403999999999996,0.0,16.0,269.0,16.0
Mohall,48.763833333,-101.533616667,1642,2017,6,9,81.14,60.476000000000006,0.13,21.0,290.0,21.0
Mohall,48.763833333,-101.533616667,1642,2017,6,10,79.736,53.56399999999999,0.08,17.0,307.0,23.0
Mohall,48.763833333,-101.533616667,1642,2017,6,11,77.018,51.836000000000006,0.0,14.0,321.0,27.0
Mohall,48.763833333,-101.533616667,1642,2017,6,12,79.682,48.68600000000001,0.0,15.0,336.0,27.0
Mohall,48.763833333,-101.533616667,1642,2017,6,13,65.66,52.88,0.03,9.0,345.0,22.0
Mohall,48.763833333,-101.533616667,1642,2017,6,14,61.016000000000005,54.41,0.991,8.0,353.0,17.0
Mohall,48.763833333,-101.533616667,1642,2017,6,15,71.11399999999999,52.88,0.01,12.0,365.0,17.0
Mohall,48.763833333,-101.533616667,1642,2017,6,16,71.348,51.224,0.05,11.0,376.0,15.0
Mohall,48.763833333,-101.533616667,1642,2017,6,17,67.748,53.20399999999999,0.25,10.0,386.0,10.0
Mohall,48.763833333,-101.533616667,1642,2017,6,18,67.46,51.692,0.2,10.0,396.0,7.0
Mohall,48.763833333,-101.533616667,1642,2017,6,19,73.418,49.352,0.0,12.0,408.0,5.0
Mohall,48.763833333,-101.533616667,1642,2017,6,20,71.654,44.608999999999995,0.0,11.0,419.0,2.0
Mohall,48.763833333,-101.533616667,1642,2017,6,21,75.722,53.168,0.01,14.0,433.0,0.0
Mohall,48.763833333,-101.533616667,1642,2017,6,22,69.67399999999999,54.986000000000004,0.0,12.0,445.0,-2.0
Mohall,48.763833333,-101.533616667,1642,2017,6,23,60.674,46.63399999999999,0.0,5.0,450.0,-11.0
Mohall,48.763833333,-101.533616667,1642,2017,6,24,62.618,42.861000000000004,0.0,6.0,456.0,-20.0
Mohall,48.763833333,-101.533616667,1642,2017,6,25,67.28,44.614,0.0,9.0,465.0,-28.0
Mohall,48.763833333,-101.533616667,1642,2017,6,26,74.39,42.273,0.0,12.0,477.0,-35.0
Mohall,48.763833333,-101.533616667,1642,2017,6,27,80.852,53.06,0.0,17.0,494.0,-37.0
Mohall,48.763833333,-101.533616667,1642,2017,6,28,79.232,54.986000000000004,0.0,17.0,511.0,-38.0
Mohall,48.763833333,-101.533616667,1642,2017,6,29,73.508,51.458,0.04,12.0,523.0,-44.0
Mohall,48.763833333,-101.533616667,1642,2017,6,30,73.562,47.083999999999996,0.03,12.0,535.0,-47.0
Mohall,48.763833333,-101.533616667,1642,2017,7,1,73.778,57.452,0.01,16.0,551.0,-48.0
Mohall,48.763833333,-101.533616667,1642,2017,7,2,77.86399999999999,49.622,0.0,14.0,565.0,-52.0
Mohall,48.763833333,-101.533616667,1642,2017,7,3,89.492,58.28,0.0,22.0,587.0,-50.0
Mohall,48.763833333,-101.533616667,1642,2017,7,4,88.34,61.556000000000004,0.0,24.0,611.0,-47.0
Mohall,48.763833333,-101.533616667,1642,2017,7,5,91.022,56.263999999999996,0.0,21.0,632.0,-44.0
Mohall,48.763833333,-101.533616667,1642,2017,7,6,81.572,60.836000000000006,0.0,21.0,653.0,-41.0
Mohall,48.763833333,-101.533616667,1642,2017,7,7,82.05799999999999,56.498000000000005,0.0,19.0,672.0,-38.0
Mohall,48.763833333,-101.533616667,1642,2017,7,8,86.21600000000001,55.43600000000001,0.0,21.0,693.0,-35.0
Mohall,48.763833333,-101.533616667,1642,2017,7,9,81.734,61.898,0.0,22.0,715.0,-31.0
Mohall,48.763833333,-101.533616667,1642,2017,7,10,89.348,59.144,0.09,23.0,738.0,-28.0
Mohall,48.763833333,-101.533616667,1642,2017,7,11,77.19800000000001,58.46,0.0,18.0,756.0,-33.0
Mohall,48.763833333,-101.533616667,1642,2017,7,12,73.31,54.842,0.0,14.0,770.0,-40.0
Mohall,48.763833333,-101.533616667,1642,2017,7,13,77.27,49.693999999999996,0.0,14.0,784.0,-45.0
Mohall,48.763833333,-101.533616667,1642,2017,7,14,94.226,55.093999999999994,0.0,21.0,805.0,-41.0
Mohall,48.763833333,-101.533616667,1642,2017,7,15,79.268,56.948,0.0,18.0,823.0,-43.0
Mohall,48.763833333,-101.533616667,1642,2017,7,16,89.096,54.751999999999995,0.0,20.0,843.0,-40.0
Mohall,48.763833333,-101.533616667,1642,2017,7,17,78.38600000000001,54.284,0.0,16.0,859.0,-41.0
Mohall,48.763833333,-101.533616667,1642,2017,7,18,79.358,49.532,0.0,15.0,874.0,-45.0
Mohall,48.763833333,-101.533616667,1642,2017,7,19,83.76799999999999,58.118,0.0,21.0,895.0,-45.0
Mohall,48.763833333,-101.533616667,1642,2017,7,20,83.102,55.022,0.05,19.0,914.0,-46.0
Mohall,48.763833333,-101.533616667,1642,2017,7,21,86.46799999999999,59.54,0.0,23.0,937.0,-43.0
Mohall,48.763833333,-101.533616667,1642,2017,7,22,77.882,55.22,0.0,17.0,954.0,-45.0
Mohall,48.763833333,-101.533616667,1642,2017,7,23,83.084,49.766000000000005,0.0,17.0,971.0,-47.0
Mohall,48.763833333,-101.533616667,1642,2017,7,24,93.57799999999999,58.118,0.0,22.0,993.0,-44.0
Mohall,48.763833333,-101.533616667,1642,2017,7,25,81.104,56.318000000000005,0.0,19.0,1012.0,-43.0
Mohall,48.763833333,-101.533616667,1642,2017,7,26,81.554,53.06,0.0,17.0,1029.0,-42.0
Mohall,48.763833333,-101.533616667,1642,2017,7,27,80.042,53.312,0.0,17.0,1046.0,-40.0
Mohall,48.763833333,-101.533616667,1642,2017,7,28,88.07,58.37,0.0,22.0,1068.0,-33.0
Mohall,48.763833333,-101.533616667,1642,2017,7,29,88.26799999999999,62.114,0.01,24.0,1092.0,-26.0
Mohall,48.763833333,-101.533616667,1642,2017,7,30,89.852,55.418,0.0,21.0,1113.0,-22.0
Mohall,48.763833333,-101.533616667,1642,2017,7,31,87.836,61.483999999999995,0.0,24.0,1137.0,-17.0
Mohall,48.763833333,-101.533616667,1642,2017,8,1,80.096,50.918,0.0,16.0,1153.0,-19.0
Mohall,48.763833333,-101.533616667,1642,2017,8,2,65.354,49.946000000000005,0.52,8.0,1161.0,-28.0
Mohall,48.763833333,-101.533616667,1642,2017,8,3,74.678,46.742,0.01,12.0,1173.0,-32.0
Mohall,48.763833333,-101.533616667,1642,2017,8,4,77.612,47.93,0.0,14.0,1187.0,-32.0
Mohall,48.763833333,-101.533616667,1642,2017,8,5,75.434,52.466,0.0,14.0,1201.0,-35.0
Mohall,48.763833333,-101.533616667,1642,2017,8,6,75.434,47.678000000000004,0.0,13.0,1214.0,-38.0
Mohall,48.763833333,-101.533616667,1642,2017,8,7,81.28399999999999,47.768,0.0,16.0,1230.0,-41.0
Mohall,48.763833333,-101.533616667,1642,2017,8,8,82.41799999999999,51.494,0.11,17.0,1247.0,-41.0
Mohall,48.763833333,-101.533616667,1642,2017,8,9,65.138,54.248000000000005,0.4,10.0,1257.0,-47.0
Mohall,48.763833333,-101.533616667,1642,2017,8,10,74.984,49.1,0.0,12.0,1269.0,-50.0
Mohall,48.763833333,-101.533616667,1642,2017,8,11,78.044,48.70399999999999,0.0,14.0,1283.0,-52.0
Mohall,48.763833333,-101.533616667,1642,2017,8,12,68.018,54.338,0.32,11.0,1294.0,-60.0
Mohall,48.763833333,-101.533616667,1642,2017,8,13,77.27,47.318000000000005,0.0,14.0,1308.0,-64.0
Mohall,48.763833333,-101.533616667,1642,2017,8,14,79.322,49.1,0.0,15.0,1323.0,-68.0
Mohall,48.763833333,-101.533616667,1642,2017,8,15,69.422,54.482,0.0,12.0,1335.0,-75.0
Mohall,48.763833333,-101.533616667,1642,2017,8,16,78.458,52.214,0.0,15.0,1350.0,-77.0
Mohall,48.763833333,-101.533616667,1642,2017,8,17,82.256,52.088,0.04,17.0,1367.0,-78.0
Mohall,48.763833333,-101.533616667,1642,2017,8,18,81.914,54.086000000000006,0.0,18.0,1385.0,-78.0
Mohall,48.763833333,-101.533616667,1642,2017,8,19,88.35799999999999,54.248000000000005,0.0,20.0,1405.0,-75.0
Mohall,48.763833333,-101.533616667,1642,2017,8,20,76.172,48.434,0.0,13.0,1418.0,-79.0
Mohall,48.763833333,-101.533616667,1642,2017,8,21,73.94,47.192,0.0,12.0,1430.0,-84.0
Mohall,48.763833333,-101.533616667,1642,2017,8,22,76.928,43.9,0.0,13.0,1443.0,-87.0
Mohall,48.763833333,-101.533616667,1642,2017,8,23,84.36200000000001,45.815,0.0,17.0,1460.0,-84.0
Mohall,48.763833333,-101.533616667,1642,2017,8,24,82.166,48.68600000000001,0.0,16.0,1476.0,-84.0
Mohall,48.763833333,-101.533616667,1642,2017,8,25,76.1,55.688,0.0,16.0,1492.0,-81.0
Mohall,48.763833333,-101.533616667,1642,2017,8,26,77.36,52.07,0.0,15.0,1507.0,-82.0
Mohall,48.763833333,-101.533616667,1642,2017,8,27,86.91799999999999,45.788000000000004,0.0,18.0,1525.0,-81.0
Mohall,48.763833333,-101.533616667,1642,2017,8,28,87.602,48.416000000000004,0.0,18.0,1543.0,-84.0
Mohall,48.763833333,-101.533616667,1642,2017,8,29,89.87,51.062,0.0,19.0,1562.0,-83.0
Mohall,48.763833333,-101.533616667,1642,2017,8,30,78.296,47.66,0.0,14.0,1576.0,-87.0
Mohall,48.763833333,-101.533616667,1642,2017,8,31,88.448,51.908,0.0,19.0,1595.0,-84.0
Mohall,48.763833333,-101.533616667,1642,2017,9,1,81.104,59.053999999999995,0.04,20.0,1615.0,-81.0
Mohall,48.763833333,-101.533616667,1642,2017,9,2,83.786,49.513999999999996,0.0,17.0,1632.0,-81.0
Mohall,48.763833333,-101.533616667,1642,2017,9,3,83.96600000000001,54.77,0.0,19.0,1651.0,-80.0
Mohall,48.763833333,-101.533616667,1642,2017,9,4,70.646,49.532,0.02,10.0,1661.0,-81.0
Mohall,48.763833333,-101.533616667,1642,2017,9,5,68.252,42.26,0.0,9.0,1670.0,-84.0
Mohall,48.763833333,-101.533616667,1642,2017,9,6,77.36,46.742,0.0,14.0,1684.0,-83.0
Mohall,48.763833333,-101.533616667,1642,2017,9,7,79.574,44.63399999999999,0.0,15.0,1699.0,-80.0
Mohall,48.763833333,-101.533616667,1642,2017,9,8,77.27,41.605,0.0,14.0,1713.0,-76.0
Mohall,48.763833333,-101.533616667,1642,2017,9,9,88.35799999999999,46.236000000000004,0.0,18.0,1731.0,-67.0
Mohall,48.763833333,-101.533616667,1642,2017,9,10,88.03399999999999,56.192,0.0,21.0,1752.0,-56.0
Mohall,48.763833333,-101.533616667,1642,2017,9,11,83.102,45.606,0.0,17.0,1769.0,-49.0
Mohall,48.763833333,-101.533616667,1642,2017,9,12,88.7,52.88,0.0,19.0,1788.0,-38.0
Mohall,48.763833333,-101.533616667,1642,2017,9,13,75.542,48.343999999999994,0.0,13.0,1801.0,-36.0
Mohall,48.763833333,-101.533616667,1642,2017,9,14,57.02,49.352,0.0,4.0,1805.0,-41.0
Mohall,48.763833333,-101.533616667,1642,2017,9,15,50.558,41.518,1.1909999999999998,0.0,1805.0,-51.0
Mohall,48.763833333,-101.533616667,1642,2017,9,16,48.29,41.18899999999999,0.36,0.0,1805.0,-60.0
Mohall,48.763833333,-101.533616667,1642,2017,9,17,61.088,35.285,0.01,6.0,1811.0,-65.0
Mohall,48.763833333,-101.533616667,1642,2017,9,18,70.178,36.199,0.0,10.0,1821.0,-67.0
Mohall,48.763833333,-101.533616667,1642,2017,9,19,65.984,49.442,0.11,8.0,1829.0,-69.0
Mohall,48.763833333,-101.533616667,1642,2017,9,20,67.262,40.676,0.03,9.0,1838.0,-70.0
Mohall,48.763833333,-101.533616667,1642,2017,9,21,66.488,38.97,0.0,8.0,1846.0,-71.0
Mohall,48.763833333,-101.533616667,1642,2017,9,22,49.46,41.07,0.48,0.0,1846.0,-79.0
Mohall,48.763833333,-101.533616667,1642,2017,9,23,52.988,42.44,0.07,1.0,1847.0,-86.0
Mohall,48.763833333,-101.533616667,1642,2017,9,24,50.378,44.294,0.28,0.0,1847.0,-99.0
Mohall,48.763833333,-101.533616667,1642,2017,9,25,55.742,43.611999999999995,0.0,3.0,1850.0,-108.0
Mohall,48.763833333,-101.533616667,1642,2017,9,26,54.14,39.895,0.02,2.0,1852.0,-120.0
Mohall,48.763833333,-101.533616667,1642,2017,9,27,69.584,40.933,0.0,10.0,1862.0,-119.0
Mohall,48.763833333,-101.533616667,1642,2017,9,28,68.738,45.888999999999996,0.0,9.0,1871.0,-118.0
Mohall,48.763833333,-101.533616667,1642,2017,9,29,67.352,37.544000000000004,0.0,9.0,1880.0,-119.0
Mohall,48.763833333,-101.533616667,1642,2017,9,30,69.782,42.786,0.0,10.0,1890.0,-118.0
Oakes,46.073734,-98.09342600000001,1318,2017,5,15,78.98,55.526,0.0,,,
Oakes,46.073734,-98.09342600000001,1318,2017,5,16,68.648,52.448,0.9279999999999999,11.0,11.0,0.0
Oakes,46.073734,-98.09342600000001,1318,2017,5,17,55.382,47.048,0.0,3.0,14.0,-11.0
Oakes,46.073734,-98.09342600000001,1318,2017,5,18,60.961999999999996,39.871,0.0,5.0,19.0,-20.0
Oakes,46.073734,-98.09342600000001,1318,2017,5,19,57.65,38.46,0.0,4.0,23.0,-28.0
Oakes,46.073734,-98.09342600000001,1318,2017,5,20,47.588,37.341,0.44799999999999995,0.0,23.0,-39.0
Oakes,46.073734,-98.09342600000001,1318,2017,5,21,57.146,36.653,0.052000000000000005,4.0,27.0,-46.0
Oakes,46.073734,-98.09342600000001,1318,2017,5,22,61.736000000000004,35.449,0.0,6.0,33.0,-56.0
Oakes,46.073734,-98.09342600000001,1318,2017,5,23,57.272,43.458999999999996,0.0,4.0,37.0,-66.0
Oakes,46.073734,-98.09342600000001,1318,2017,5,24,66.002,37.341,0.0,8.0,45.0,-71.0
Oakes,46.073734,-98.09342600000001,1318,2017,5,25,73.4,49.19,0.0,12.0,57.0,-71.0
Oakes,46.073734,-98.09342600000001,1318,2017,5,26,68.612,46.61600000000001,0.0,9.0,66.0,-75.0
Oakes,46.073734,-98.09342600000001,1318,2017,5,27,76.55,47.732,0.0,13.0,79.0,-77.0
Oakes,46.073734,-98.09342600000001,1318,2017,5,28,73.706,47.3,0.0,12.0,91.0,-81.0
Oakes,46.073734,-98.09342600000001,1318,2017,5,29,63.806000000000004,45.923,0.0,7.0,98.0,-87.0
Oakes,46.073734,-98.09342600000001,1318,2017,5,30,63.68,41.074,0.0,7.0,105.0,-94.0
Oakes,46.073734,-98.09342600000001,1318,2017,5,31,76.046,39.751,0.0,13.0,118.0,-91.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,1,84.97399999999999,45.181000000000004,0.0,17.0,135.0,-85.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,2,96.02600000000001,59.648,0.136,23.0,158.0,-76.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,3,87.8,56.3,0.01,21.0,179.0,-68.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,4,90.68,48.848,0.0,18.0,197.0,-65.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,5,85.064,52.412,0.0,19.0,216.0,-62.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,6,89.99600000000001,60.332,0.01,23.0,239.0,-53.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,7,84.758,59.18,0.0,22.0,261.0,-47.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,8,81.5,52.934,0.0,17.0,278.0,-48.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,9,95.792,62.456,0.0,24.0,302.0,-43.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,10,85.262,66.398,0.0,26.0,328.0,-35.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,11,86.09,61.106,0.10400000000000001,24.0,352.0,-27.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,12,83.89399999999999,53.528,0.0,19.0,371.0,-24.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,13,76.982,60.854,0.74,19.0,390.0,-24.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,14,81.266,59.95399999999999,0.0,21.0,411.0,-20.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,15,82.68799999999999,54.878,0.0,19.0,430.0,-19.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,16,80.366,57.92,0.0,19.0,449.0,-15.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,17,71.384,53.672,0.10400000000000001,13.0,462.0,-20.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,18,71.744,51.458,0.01,12.0,474.0,-29.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,19,77.954,50.93600000000001,0.0,14.0,488.0,-34.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,20,73.688,52.916000000000004,0.0,13.0,501.0,-41.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,21,88.664,58.1,0.0,22.0,523.0,-38.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,22,80.294,54.571999999999996,0.0,17.0,540.0,-40.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,23,68.288,42.652,0.0,9.0,549.0,-51.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,24,62.996,40.791,0.01,6.0,555.0,-65.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,25,69.116,43.56,0.0,10.0,565.0,-77.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,26,72.842,40.093,0.0,11.0,576.0,-90.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,27,79.142,46.706,0.0,15.0,591.0,-96.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,28,80.456,54.95,0.0,18.0,609.0,-98.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,29,74.372,49.082,1.012,12.0,621.0,-107.0
Oakes,46.073734,-98.09342600000001,1318,2017,6,30,70.988,51.11600000000001,0.0,11.0,632.0,-115.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,1,82.56200000000001,50.198,0.0,16.0,648.0,-117.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,2,76.514,53.006,0.0,15.0,663.0,-122.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,3,83.714,55.382,0.0,20.0,683.0,-124.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,4,94.712,60.512,0.0,23.0,706.0,-125.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,5,95.396,60.998000000000005,0.0,23.0,729.0,-126.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,6,86.774,59.486000000000004,0.0,23.0,752.0,-124.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,7,83.37200000000001,54.716,0.0,19.0,771.0,-124.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,8,89.456,53.87,0.0,20.0,791.0,-123.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,9,90.662,63.193999999999996,0.0,25.0,816.0,-117.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,10,85.46,59.738,0.0,23.0,839.0,-115.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,11,97.448,64.58,0.0,25.0,864.0,-113.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,12,71.834,60.11600000000001,0.0,16.0,880.0,-123.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,13,73.00399999999999,54.698,0.0,14.0,894.0,-131.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,14,85.928,46.378,0.0,18.0,912.0,-132.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,15,83.876,59.468,0.0,22.0,934.0,-131.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,16,87.8,53.87,0.0,20.0,954.0,-134.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,17,96.854,69.67399999999999,0.0,28.0,982.0,-128.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,18,78.404,56.552,0.667,17.0,999.0,-134.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,19,82.13,58.28,0.188,20.0,1019.0,-137.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,20,87.206,58.873999999999995,0.0,22.0,1041.0,-138.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,21,90.28399999999999,65.91199999999999,0.0,26.0,1067.0,-136.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,22,86.61200000000001,59.773999999999994,0.0,23.0,1090.0,-136.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,23,78.836,56.768,0.0,18.0,1108.0,-140.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,24,77.414,54.788000000000004,0.021,16.0,1124.0,-145.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,25,80.672,64.58,0.0,23.0,1147.0,-144.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,26,82.346,59.486000000000004,0.0,21.0,1168.0,-141.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,27,83.264,53.69,0.0,18.0,1186.0,-141.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,28,85.65799999999999,60.026,0.0,23.0,1209.0,-136.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,29,85.74799999999999,59.828,0.0,23.0,1232.0,-130.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,30,85.928,62.168,0.0,24.0,1256.0,-126.0
Oakes,46.073734,-98.09342600000001,1318,2017,7,31,86.09,60.746,0.0,23.0,1279.0,-123.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,1,80.63600000000001,59.144,0.0,20.0,1299.0,-125.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,2,76.47800000000001,55.058,0.40700000000000003,16.0,1315.0,-130.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,3,70.808,50.593999999999994,0.0,11.0,1326.0,-138.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,4,77.882,45.783,0.0,14.0,1340.0,-140.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,5,75.074,51.152,0.0,13.0,1353.0,-144.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,6,74.53399999999999,52.736000000000004,0.031,14.0,1367.0,-151.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,7,80.11399999999999,47.821999999999996,0.0,15.0,1382.0,-155.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,8,81.66199999999999,51.763999999999996,0.0,17.0,1399.0,-158.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,9,79.862,60.08,0.136,20.0,1419.0,-157.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,10,75.74,55.382,0.031,16.0,1435.0,-160.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,11,79.268,49.28,0.0,15.0,1450.0,-161.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,12,76.532,50.648,0.8340000000000001,14.0,1464.0,-166.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,13,70.97,56.21,1.8880000000000001,14.0,1478.0,-171.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,14,73.904,57.163999999999994,0.0,16.0,1494.0,-175.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,15,73.814,56.12,0.0,15.0,1509.0,-183.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,16,68.50399999999999,59.486000000000004,0.052000000000000005,14.0,1523.0,-188.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,17,78.242,55.922,0.01,17.0,1540.0,-189.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,18,74.57,56.48,0.313,16.0,1556.0,-190.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,19,81.35600000000001,53.258,0.0,17.0,1573.0,-191.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,20,70.502,56.228,0.01,13.0,1586.0,-195.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,21,74.21,52.232,0.01,13.0,1599.0,-202.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,22,72.5,45.522,0.0,11.0,1610.0,-210.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,23,79.322,46.472,0.0,15.0,1625.0,-213.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,24,76.28,53.69,0.0,15.0,1640.0,-216.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,25,68.99,57.758,0.125,13.0,1653.0,-217.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,26,73.346,58.784,0.01,16.0,1669.0,-217.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,27,76.586,54.302,0.0,15.0,1684.0,-222.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,28,82.094,50.684,0.0,16.0,1700.0,-229.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,29,82.68799999999999,55.111999999999995,0.0,19.0,1719.0,-233.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,30,78.296,57.596000000000004,0.0,18.0,1737.0,-235.0
Oakes,46.073734,-98.09342600000001,1318,2017,8,31,80.78,57.434,0.0,19.0,1756.0,-235.0
Oakes,46.073734,-98.09342600000001,1318,2017,9,1,73.418,61.916000000000004,0.115,18.0,1774.0,-235.0
Oakes,46.073734,-98.09342600000001,1318,2017,9,2,81.158,51.674,0.0,16.0,1790.0,-238.0
Oakes,46.073734,-98.09342600000001,1318,2017,9,3,85.08200000000001,54.032,0.0,20.0,1810.0,-240.0
Oakes,46.073734,-98.09342600000001,1318,2017,9,4,72.536,49.1,0.0,11.0,1821.0,-249.0
Oakes,46.073734,-98.09342600000001,1318,2017,9,5,66.596,42.966,0.0,8.0,1829.0,-257.0
Oakes,46.073734,-98.09342600000001,1318,2017,9,6,70.268,37.857,0.0,10.0,1839.0,-263.0
Oakes,46.073734,-98.09342600000001,1318,2017,9,7,82.83200000000001,41.592,0.0,16.0,1855.0,-262.0
Oakes,46.073734,-98.09342600000001,1318,2017,9,8,71.96,43.676,0.0,11.0,1866.0,-266.0
Oakes,46.073734,-98.09342600000001,1318,2017,9,9,79.952,49.496,0.0,15.0,1881.0,-264.0
Oakes,46.073734,-98.09342600000001,1318,2017,9,10,82.05799999999999,61.592,0.083,22.0,1903.0,-254.0
Oakes,46.073734,-98.09342600000001,1318,2017,9,11,80.99600000000001,58.676,0.0,20.0,1923.0,-246.0
Oakes,46.073734,-98.09342600000001,1318,2017,9,12,90.87799999999999,57.488,0.0,22.0,1945.0,-234.0
